"Churn","Onboarding","Retained","Feature","Overall","Short_Name"
4.58424928991365,18.0777692795775,19.0068874469323,"Region.Malaysia",13.8896353388078,"Region.Malaysia"
12.6364938494503,13.0293670024136,14.0375071378804,"`Customer.Level.Long-tail`",13.2344559965814,"`Customer.Level.Long-tail`"
9.66020970393399,17.6091639328828,12.211663098585,"Subvertical.Insurance",13.1603455784673,"Subvertical.Insurance"
14.5251515138675,11.167031109263,12.1507408198294,"`Reporting_score.I can pull all the numbers, but don't understand them`",12.61430781432,"`Reporting_score.I can pull all the n..."
11.6049435492105,16.1111040052132,10.0276438074314,"MRR_Ratio",12.5812304539517,"MRR_Ratio"
9.87412778547525,14.3655053347342,13.470538877851,"Reporting_score.None",12.5700573326868,"Reporting_score.None"
11.2188596255758,12.9200436634296,13.0150825738546,"Region.Russia",12.3846619542867,"Region.Russia"
9.85898001989985,13.4096861068189,12.7062908990093,"Usage_Freq.None",11.9916523419093,"Usage_Freq.None"
14.660104049615,11.4423370549277,9.70614976347398,"`Usage_Freq.Once a Day`",11.9361969560056,"`Usage_Freq.Once a Day`"
11.9122245481257,7.80168939091651,15.6793320292546,"Vertical.Travel",11.7977486560989,"Vertical.Travel"
14.9075545506772,11.3567135522262,7.67372731767794,"Satisfaction_Composite",11.3126651401938,"Satisfaction_Composite"
14.4131683257651,14.6382857922289,4.87597592895883,"Support_Burden",11.3091433489843,"Support_Burden"
13.4343177854076,18.8024983763688,1.53750716403376,"Region.Brazil",11.2581077752701,"Region.Brazil"
10.7943838176699,14.8067405954418,7.83444955249988,"Subvertical.Shoes",11.1451913218705,"Subvertical.Shoes"
13.4974773359999,10.9879399000114,7.83444955249988,"Region.France",10.7732889295037,"Region.France"
9.20746758615393,13.6353959365513,8.51435819185392,"Region.MENA",10.4524072381864,"Region.MENA"
15.7950242223774,9.18210490749106,5.92422440930403,"`Region.South Cone`",10.3004511797242,"`Region.South Cone`"
11.9260087243511,6.08737491156212,12.310866751804,"`Subvertical.Education and Universities`",10.1080834625724,"`Subvertical.Education and Universities`"
14.1752155180264,7.36886899418732,8.49698591127792,"Company.Newsletter.Interaction.Count",10.0136901411639,"Company.Newsletter.Interaction.Count"
14.2113034296571,6.10950261844349,9.6974480534021,"Subvertical.Automotive",10.0060847005009,"Subvertical.Automotive"
12.9568798100669,9.35111987579473,7.67278011277053,"Region.Taiwan",9.99359326621073,"Region.Taiwan"
13.9592286370843,7.83444955249988,7.83444955249988,"`Subvertical.Non Profit Organizations`",9.87604258069469,"`Subvertical.Non Profit Organizations`"
5.3913121236737,14.4069475477523,9.55179312198098,"`Vertical.Media and Publishing`",9.78335093113566,"`Vertical.Media and Publishing`"
7.83444955249988,12.2719694471183,9.18210490749106,"Subvertical.Investment",9.76284130236973,"Subvertical.Investment"
10.0834537953202,10.1360329651055,8.41501157766866,"Region.Turkey",9.54483277936481,"Region.Turkey"
9.17632229849493,3.45024099083986,15.812853047626,"`Subvertical.Real Estate`",9.47980544565359,"`Subvertical.Real Estate`"
8.2946270431368,9.37189238766274,10.680387095515,"Subvertical.Cosmetics",9.44896884210485,"Subvertical.Cosmetics"
1.99629183045939,11.9065204877606,14.4272408551197,"`Subvertical.Fashion Retailer`",9.44335105777988,"`Subvertical.Fashion Retailer`"
7.91279265940321,9.572345284343,10.8381724535502,"`Subvertical.Credit, Loans and P2P`",9.44110346576547,"`Subvertical.Credit, Loans and P2P`"
13.2875058400238,10.7696216565508,4.15277119478531,"has_ticket",9.40329956378661,"has_ticket"
11.2034552831499,7.94109457358866,9.05152403700869,"Vertical.Healthcare",9.39869129791574,"Vertical.Healthcare"
9.1334522563699,10.8365889166336,7.83444955249988,"`Subvertical.Kids Fashion`",9.26816357516779,"`Subvertical.Kids Fashion`"
11.2448858240297,4.85132891542449,11.4412447516707,"`Vertical.Career and Education`",9.17915316370828,"`Vertical.Career and Education`"
11.7113918833477,7.83444955249988,7.83444955249988,"Vertical.Fashion",9.12676366278249,"Vertical.Fashion"
11.9042737019623,7.85966458517387,7.50324208299923,"Vertical.Automotive",9.08906012337845,"Vertical.Automotive"
9.74496724484188,2.45763586732239,15.0243333161899,"`Vertical.Real Estate`",9.07564547611807,"`Vertical.Real Estate`"
8.80029538439149,9.18210490749106,9.01516863935396,"`Subvertical.Hospital and Dentistry`",8.9991896437455,"`Subvertical.Hospital and Dentistry`"
11.1757276556379,7.83444955249988,7.83444955249988,"`Subvertical.Home and Furniture`",8.94820892021255,"`Subvertical.Home and Furniture`"
7.83444955249988,7.83444955249988,10.8776470421084,"`Region.Hong Kong`",8.84884871570272,"`Region.Hong Kong`"
10.8584044831111,5.00489750151338,10.3932936576321,"`Customer.Level.Semi-Enterprise`",8.75219854741886,"`Customer.Level.Semi-Enterprise`"
19.7441972943195,0,6.41558154212663,"Engagement_Ratio",8.71992627881536,"Engagement_Ratio"
10.1799046044096,7.83444955249988,7.83444955249988,"Region.Mexico",8.61626790313645,"Region.Mexico"
6.59049854715699,9.37457415484623,9.85548540932854,"Region.Australia",8.60685270377725,"Region.Australia"
11.1192738991958,7.83444955249988,6.78063203471415,"`Reporting_score.I tried but could not find everything I need`",8.57811849546995,"`Reporting_score.I tried but could no..."
11.8205568338675,7.96286426892901,5.94621010689594,"has_newsletter_interaction",8.57654373656415,"has_newsletter_interaction"
10.0457183531507,7.83444955249988,7.83444955249988,"`Subvertical.Home Appliances`",8.57153915271683,"`Subvertical.Home Appliances`"
11.6993320930871,10.7680703886231,3.19876402714534,"`Reporting_score.I need someone from Insider team to provide me the report from the panel`",8.55538883628518,"`Reporting_score.I need someone from ..."
9.18210490749106,7.83444955249988,7.83444955249988,"`Subvertical.Car Rentals`",8.28366800416361,"`Subvertical.Car Rentals`"
7.75516073935948,9.18210490749106,7.83444955249988,"Vertical.Classifieds",8.25723839978347,"Vertical.Classifieds"
8.63008340286929,7.83444955249988,7.83444955249988,"`Subvertical.Supermarket Chains`",8.09966083595635,"`Subvertical.Supermarket Chains`"
7.83444955249988,7.83444955249988,8.59654064338305,"`Vertical.B2B Commerce`",8.0884799161276,"`Vertical.B2B Commerce`"
6.48679419750869,9.74471583947612,7.83444955249988,"`Vertical.Transportation and Logistics`",8.02198652982823,"`Vertical.Transportation and Logistics`"
6.9734785014274,9.18210490749106,7.83444955249988,"`Subvertical.Newspapers and Magazines`",7.99667765380611,"`Subvertical.Newspapers and Magazines`"
9.14898930195257,6.90667635439711,7.83444955249988,"`Region.United States`",7.96337173628319,"`Region.United States`"
8.15623571495619,7.83444955249988,7.83444955249988,"Subvertical.Publications",7.94171160665198,"Subvertical.Publications"
7.83444955249988,8.11069976634774,7.83444955249988,"`Subvertical.Restaurants and Delivery`",7.92653295711583,"`Subvertical.Restaurants and Delivery`"
9.18210490749106,6.41245331045403,8.15600266017607,"Subvertical.Banking",7.91685362604039,"Subvertical.Banking"
4.64947291294135,10.5451318046142,8.55112639675222,"Region.CEE",7.91524370476927,"Region.CEE"
6.48679419750869,7.83444955249988,9.40635458325174,"`Subvertical.B2B Commerce`",7.9091994444201,"`Subvertical.B2B Commerce`"
7.83444955249988,7.83444955249988,7.83444955249988,"Year_Last",7.83444955249988,"Year_Last"
7.83444955249988,7.83444955249988,7.83444955249988,"Region.Japan",7.83444955249988,"Region.Japan"
7.83444955249988,7.83444955249988,7.83444955249988,"`Vertical.B2B SaaS`",7.83444955249988,"`Vertical.B2B SaaS`"
7.83444955249988,7.83444955249988,7.83444955249988,"Vertical.Comparison",7.83444955249988,"Vertical.Comparison"
7.83444955249988,7.83444955249988,7.83444955249988,"`Vertical.Ebetting and Lottery`",7.83444955249988,"`Vertical.Ebetting and Lottery`"
7.83444955249988,7.83444955249988,7.83444955249988,"Vertical.Gaming",7.83444955249988,"Vertical.Gaming"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Airlines and Airports`",7.83444955249988,"`Subvertical.Airlines and Airports`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.B2B SaaS`",7.83444955249988,"`Subvertical.B2B SaaS`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Book Retailers`",7.83444955249988,"`Subvertical.Book Retailers`"
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Construction",7.83444955249988,"Subvertical.Construction"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Ebetting and Lottery`",7.83444955249988,"`Subvertical.Ebetting and Lottery`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Entertainment and Ticketing`",7.83444955249988,"`Subvertical.Entertainment and Ticket..."
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Flowers",7.83444955249988,"Subvertical.Flowers"
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Gaming",7.83444955249988,"Subvertical.Gaming"
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Gifts",7.83444955249988,"Subvertical.Gifts"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Jewelry and Accessories`",7.83444955249988,"`Subvertical.Jewelry and Accessories`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Jobs and Employment`",7.83444955249988,"`Subvertical.Jobs and Employment`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Modest Fashion`",7.83444955249988,"`Subvertical.Modest Fashion`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Office Products`",7.83444955249988,"`Subvertical.Office Products`"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Online Travel Agency (OTA)`",7.83444955249988,"`Subvertical.Online Travel Agency (OTA)`"
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Others",7.83444955249988,"Subvertical.Others"
7.83444955249988,7.83444955249988,7.83444955249988,"Subvertical.Toys",7.83444955249988,"Subvertical.Toys"
7.83444955249988,7.83444955249988,7.83444955249988,"`Subvertical.Transportation and Logistics`",7.83444955249988,"`Subvertical.Transportation and Logis..."
12.4379140132082,7.83444955249988,3.03863853808983,"`Reporting_score.I don't use it often`",7.77033403459929,"`Reporting_score.I don't use it often`"
4.85450192997227,10.4083920537811,7.83444955249988,"Region.Singapore",7.69911451208442,"Region.Singapore"
11.719091273253,7.09062814624093,3.61661249886196,"`Usage_Freq.Once a Month`",7.4754439727853,"`Usage_Freq.Once a Month`"
5.29407676059273,9.30318376402973,7.79625006805889,"Region.Indonesia",7.46450353089378,"Region.Indonesia"
6.48679419750869,7.83444955249988,7.83444955249988,"Subvertical.Fitness",7.38523110083615,"Subvertical.Fitness"
6.48679419750869,7.66810673228416,7.83444955249988,"`Vertical.Restaurants and Delivery`",7.32978349409758,"`Vertical.Restaurants and Delivery`"
7.9895763340621,7.83444955249988,5.92429607459694,"`Vertical.Non Profit Organizations`",7.24944065371964,"`Vertical.Non Profit Organizations`"
6.40899722616871,9.34482783844424,5.92443021416178,"Subvertical.Marketplace",7.22608509292491,"Subvertical.Marketplace"
7.83444955249988,5.93025612592027,7.83444955249988,"`Vertical.Consumer Electronics`",7.19971841030667,"`Vertical.Consumer Electronics`"
8.16244981507436,7.83444955249988,5.49330166401171,"Subvertical.Classifieds",7.16340034386198,"Subvertical.Classifieds"
7.08709838367958,7.83444955249988,6.48679419750869,"Region.Spain",7.13611404456272,"Region.Spain"
6.73716320832189,7.83444955249988,6.48679419750869,"`Usage_Freq.Once a Week`",7.01946898611015,"`Usage_Freq.Once a Week`"
6.95457561180734,5.92415111059752,7.83444955249988,"Region.Thailand",6.90439209163491,"Region.Thailand"
5.03577290388004,7.69596943377142,7.83444955249988,"`Vertical.Internet and Telecom`",6.85539729671711,"`Vertical.Internet and Telecom`"
4.42491761569958,9.73928259073586,5.9237885657613,"Subvertical.Sports",6.69599625739891,"Subvertical.Sports"
6.64756123038269,4.95597480116177,8.20267244914553,"Region.Korea",6.60206949356333,"Region.Korea"
7.83444955249988,3.97633764337686,7.83444955249988,"`Vertical.Financial Services`",6.54841224945887,"`Vertical.Financial Services`"
5.02638682800561,6.48679419750869,7.83444955249988,"Subvertical.Gardening",6.44921019267139,"Subvertical.Gardening"
5.40113643380131,7.83444955249988,5.92514571054808,"Region.Philippines",6.38691056561642,"Region.Philippines"
8.84511743923241,6.48679419750869,3.78883216863302,"Quarter_Last",6.37358126845804,"Quarter_Last"
3.91639485740204,6.50771637136225,6.48679419750869,"`Subvertical.Internet and Telecom`",5.63696847542433,"`Subvertical.Internet and Telecom`"
5.92407361626377,2.7695093709726,7.83444955249988,"Subvertical.Pharmaceuticals",5.50934417991208,"Subvertical.Pharmaceuticals"
